"","titulo","categoria","precio","comuna","descripcion","link"
"193","Casa","Vendo",79500000,"Huechuraba","vendo casa(no pareada)contacto +56 9 91586761 dueña.se ubica en la comuna de huechuraba,calle pargua (recoleta altura 5700).cercana a av recoleta(2 minutos caminando),banco,cesfam,locomocion,supermercado,autopista etc.tiene 162 mt2,90 mt2 construidos,en 2 pisos,todo en piso ceramico y flotante,muy bien mantenida.3 dormitorios2 bañoscocinalivingcomedorlavaderobodega3 estacionamientosantejardinpatio trasero,","https://www.yapo.cl/region_metropolitana/comprar/casa_75743663.htm?ca=15_s&oa=75743663&xsp=42"
"194","GTA V, con todo el contenido para descargar NUEVO","Consolas, videojuegos y accesorios",19900,"San Miguel","remato gta v, nuevo, con todo el contenido online para descargar incluido precio de mercado: entre 39.990 y 24.990 remato a tan solo 19.990entregas en metro la san miguel o lo vial","https://www.yapo.cl/region_metropolitana/consolas_videojuegos/gta_v__con_todo_el_contenido_para_descargar_nuevo_75743662.htm?ca=15_s&oa=75743662&xsp=43"
"195","Toner clt-504 para samsung","Computadores y accesorios",28000,"Estación Central","toner cartdrige para impresora samsung clp-715n. consulte disponibilidad","https://www.yapo.cl/region_metropolitana/computadores/toner_clt_504_para_samsung_75743661.htm?ca=15_s&oa=75743661&xsp=44"
"196","Iphone 12 Pro Max Pacific Blue","Celulares, teléfonos y accesorios",1500000,"Las Condes","sea de los primeros en tener el iphone 12 pro max.128gb de capacidad, color pacific blue, es el iphone con mejor cámara, pantalla y batería.se mostrará al momento de la entrega en mi domicilio, la boleta de compra, para mostrar autenticidad de la compra misma y la garantía.se entrega con el dinero acreditado.se solicitará también foto del carnet de identidad, quien deposite sea el mismo que retira y firmar un papel aceptando la recepción del dispositivo con su respectivo imei.la caja fue abierta, para activar la homologación con la subtel, el equipo está 100% operativo, inscrito, homologado y autorizado, para su uso en chile.","https://www.yapo.cl/region_metropolitana/celulares/iphone_12_pro_max_pacific_blue_75743659.htm?ca=15_s&oa=75743659&xsp=45"
"197","Comedor para 8 personas, 2 sitiales, 6 sillas","Muebles",5e+05,"Puente Alto","comedor en excelentes condiciones para 8 personas, 2 sitiales, 6 sillas","https://www.yapo.cl/region_metropolitana/muebles/comedor_para_8_personas__2_sitiales__6_sillas_75743658.htm?ca=15_s&oa=75743658&xsp=46"
"198","Guantes beisbol niños","Deportes, gimnasia y accesorios",7000,"Recoleta","guantes beisbol para niños","https://www.yapo.cl/region_metropolitana/deportes_gimnasia/guantes_beisbol_ni_os_75743655.htm?ca=15_s&oa=75743655&xsp=47"
"199","Parlantes K.C.S 200 w","Audio, TV, video y fotografía",120000,"La Pintana","par de parlantes kcs modelo sr-12 ,,, 8 oms 200 wats rms, pasivos, para trípode o muro made in españa excelente estado y muy buen audio","https://www.yapo.cl/region_metropolitana/television_camaras/parlantes_k_c_s_200_w_75743654.htm?ca=15_s&oa=75743654&xsp=48"
"200","Crop top Marlene","Moda y vestuario",5990,"Providencia","crop top marlenedisponible en talla s","https://www.yapo.cl/region_metropolitana/moda-vestuario/crop_top_marlene_75743653.htm?ca=15_s&oa=75743653&xsp=49"
"201","Cajas vacias ps3 slim","Consolas, videojuegos y accesorios",10000,"Puente Alto","se venden esas tres cajas vacias para ps3 originales.las 3 cajas por $ 10.000whatsapp +56989950265entrega en mi casa , vivo cerca del metro las mercedes de puente alto o en ese mismo metro","https://www.yapo.cl/region_metropolitana/consolas_videojuegos/cajas_vacias_ps3_slim_75743648.htm?ca=15_s&oa=75743648&xsp=0"
"202","SIMS 4, Nuevo. PS4 ","Consolas, videojuegos y accesorios",17990,"San Miguel","remato sims 4, ps4, nuevo 17.990entregas metro san miguel o lo vial","https://www.yapo.cl/region_metropolitana/consolas_videojuegos/sims_4__nuevo__ps4__75743644.htm?ca=15_s&oa=75743644&xsp=1"
"203","Multiproposito tipo híbrida hombre aro 26","Bicicletas, ciclismo y accesorios",35000,"Santiago","mantenciones hechas apenas dos días por completo. ideal para delivery o pasear. con megarrange para subidas muy empinadas . la regalo en sólo 35 mil. único precio. nota: para contacto sólo al wathsaap. +56996641867. no contesto correos de yapo. no contesto correos de yapo. gracias.","https://www.yapo.cl/region_metropolitana/bicicletas_ciclismo/multiproposito_tipo_h_brida_hombre_aro_26_75743642.htm?ca=15_s&oa=75743642&xsp=2"
"204","Vitrinas refrigeradas nuevas,1metro.50","Negocios, maquinaria y construcción",NA,"San Ramón","para exhibir todo tipo de productos, que requiera refrigeración,consultar por otras medidas,precio oferta para esta temporada","https://www.yapo.cl/region_metropolitana/negocios_maquinaria_construccion/vitrinas_refrigeradas_nuevas_1metro_50_74704411.htm?ca=15_s&oa=74704411&xsp=3"
"205","Pencil con rechazo palma + sensor de Inclinación","Computadores y accesorios",33000,"San Miguel","apple pencil alternativo incluye rechazo de palma y sensor de inclinación. compatible con las nuevas funciones de ipad0s 14.solicite fotos y videos por interno. el lápiz fue probado con mi apple pencil original, cotejando apps por apps. compatibles con modelo año 2018 en adelante. compre con confianza y seguridad.retiro presencial, calle álvarez de toledo 924, san miguel.envío a domicilio dentro de la región metropolitana por uber o didi a los 10 minutos efectuada la compra (servicio por pagar).envío a regiones por chilexpress el día hábil siguiente (servicio por pagar).más información al siguiente whatsapp +56 9 33925105","https://www.yapo.cl/region_metropolitana/computadores/pencil_con_rechazo_palma___sensor_de_inclinaci_n_74214372.htm?ca=15_s&oa=74214372&xsp=4"
"206","Apple pencil alternativo con rechazo de palma","Computadores y accesorios",29000,"San Miguel","lápiz alternativo apple pencil con rechazo de palma.compatible con las nuevas funciones de ipad0s 14.$ 30.000se adhiere con su iman a cualquier ipad independiente que sea modelo pro. solicite fotos y videos por interno. el lápiz fue probado con mi apple pencil original, cotejando apps por apps. compre con confianza y seguridad, vea mis calificaciones de vendedor.retiro presencial, calle álvarez de toledo 924, san miguel.envío a domicilio dentro de la región metropolitana por uber o didi a los 10 minutos efectuada la compra (servicio por pagar).envío a regiones por chilexpress el día hábil siguiente (servicio por pagar).más información al siguiente whatsapp +56 9 33925105","https://www.yapo.cl/region_metropolitana/computadores/apple_pencil_alternativo_con_rechazo_de_palma_73592787.htm?ca=15_s&oa=73592787&xsp=5"
"207","Porta toalla cromado","Otros artículos del hogar",5000,"Puente Alto","porta toalla 46 cm nuevo","https://www.yapo.cl/region_metropolitana/articulos-del-hogar/porta_toalla_cromado_75743637.htm?ca=15_s&oa=75743637&xsp=6"
"208","Duendes Mágicos 2020","Juguetes",12000,"La Cisterna","disponibles:sol $12.000donna. $12.000regina. $12.000bombón chery y bombón blanco $17.000colorito musical $17.000entrega estación de metro a convenir","https://www.yapo.cl/region_metropolitana/juguetes/duendes_m_gicos_2020_75658850.htm?ca=15_s&oa=75658850&xsp=7"
"209","Conejos cabeza de león","Animales y sus accesorios",10000,"Puente Alto","tienen cuatro meses de nacidos","https://www.yapo.cl/region_metropolitana/animales_accesorios/conejos_cabeza_de_le_n_75743634.htm?ca=15_s&oa=75743634&xsp=8"
"210","Auxiliar de aseo","Ofertas de empleo",350000,"Conchalí","se necesita auxiliar de aseo para galeria comercial,ubicada en santiago centro.","https://www.yapo.cl/region_metropolitana/ofertas_de_empleo/auxiliar_de_aseo_75743633.htm?ca=15_s&oa=75743633&xsp=9"
"211","Cama elástica niños entre 1- 5 años","Hobbies y outdoor",55000,"Macul","cama elástica 1.4 mt de diámetro resistencia : 50 kls","https://www.yapo.cl/region_metropolitana/hobbies_outdoor/cama_el_stica_ni_os_entre_1__5_a_os_75743632.htm?ca=15_s&oa=75743632&xsp=10"
"212","Adaptador NAB Reel To Reel Darklab Alemanes (par)","Audio, TV, video y fotografía",99000,"Santiago","• compatible con: teac, revox, tascam, studer, sony, philips, grundig, akai, uher, asc (todas las marcas)• material: plástico alta calidad• packaging: 2 pieces por carton• hub type: naborigen:alemanianuevos","https://www.yapo.cl/region_metropolitana/television_camaras/adaptador_nab_reel_to_reel_darklab_alemanes__par__75743631.htm?ca=15_s&oa=75743631&xsp=11"
"213","Crop Top Lencería María Teresa","Moda y vestuario",5990,"Providencia","crop top lencería maría teresadisponible en talla m","https://www.yapo.cl/region_metropolitana/moda-vestuario/crop_top_lencer_a_mar_a_teresa_75743630.htm?ca=15_s&oa=75743630&xsp=12"
"214","Cómoda Atacama Cherry Medular","Muebles",120000,"Ñuñoa","la cómoda atacama es un moderno sistema de almacenaje de ropa o diferentes objetos personales. se destaca por la funcionalidad de sus amplios cajones montados en rieles metálicos y por una estética de líneas simples y minimalista. su cuerpo enchapado y frentes texturados le dan un carácter muy natural y moderno.menos de un año de uso","https://www.yapo.cl/region_metropolitana/muebles/c_moda_atacama_cherry_medular_75743629.htm?ca=15_s&oa=75743629&xsp=13"
"215","Taxi colectivo","Autos, camionetas y 4x4",13300000,"Puente Alto","vendo toyota yaris 2015, 215.000 kms, con derechos, opcional cupo en recorrido 4005 papelera. precio conversable.dudas consultas whatsapp. vehículo a toda prueba","https://www.yapo.cl/region_metropolitana/autos/taxi_colectivo_75515785.htm?ca=15_s&oa=75515785&xsp=14"
"216","Lavadora LG - Secadora 9 Y 5 Kg F0903rdp","Electrodomésticos",270000,"Ñuñoa","lavadora secadora lgmodelo: f0903rdpcolor: inoxcapacidad de carga: 9 y 5 kgtipo de carga: frontaltipo de panel: digitalmaterial del tambor: acero inoxidabletecnología truesteam: utiliza un generador de vapor real, para reducir las arrugas y los olores, y prácticamente elimina la necesidad de planchado. además, destruye los principales agentes alérgenos tales como, polen, ácaros, polvo, pelo y hongos, gracias a las altas temperaturas del vapor.tecnología 6 motion: gracias al avanzado motor direct drive, es posible recrear 6 movimientos del tambor, que varían de acuerdo al tipo de ropa, brindándote así la tranquilidad de que tus prendas son lavadas en profundidad y con la suavidad que necesitan, para que luzcan siempre como nuevas.inverter direct drive: al no tener correa ni polea, el motor está conectado directamente con el tambor, lo que hace que el sistema de balanceo sea más estable y reduce los desagradables sonidos causados por la fricción del lavado, a sólo 53 decibeles.10 años de garantía del motor: la tecnología direct drive garantiza su motor durante 10 años para entregarte mayor durabilidad y confianza.smart diagnosis: gracias a esta tecnología, la lavadora lg emite un sonido el cual envía una frecuencia a nuestro call center a través del teléfono, evitando así las visitas innecesarias por parte del servicio técnico. tú sólo tienes que marcar, y acercar el auricular a la lavadora para un diagnóstico rápido, fácil y seguro.dimensionesalto: 85 cmancho: 60 cmprofundidad: 59 cmexcelente estado!!!se retira en ñuñoa cerca del metro principe de gales.","https://www.yapo.cl/region_metropolitana/electrodomesticos/lavadora_lg___secadora_9_y_5_kg_f0903rdp_75743628.htm?ca=15_s&oa=75743628&xsp=15"
"217","Toyota auris","Autos, camionetas y 4x4",4850000,"Maipú","toyota auris al día y sin partes ni multas. corta corriente. censor de retroceso. polarizado y bota aguas. cambio de pastillas recién y rectificado los discos de frenos. neumaticos toyo von 20km de uso están nuevos con llantas de aleación. cambio de aceite recién hecho. caja sexta. radio sony iphone. es llegar y andar vehículo de uso diario. recibo oferta","https://www.yapo.cl/region_metropolitana/autos/toyota_auris_75743624.htm?ca=15_s&oa=75743624&xsp=16"
"218","Refrigerador Mini","Electrodomésticos",45000,"Estación Central","se vende refrigerador mini samsumg en perfecto estado, ideal para oficina, trailer o camping.","https://www.yapo.cl/region_metropolitana/electrodomesticos/refrigerador_mini_75743622.htm?ca=15_s&oa=75743622&xsp=17"
"219","Técnico de TV Samsung 40D5500 - Reinicio","Servicios",35000,"Maipú","estamos ubicados en maipu: villa el abrazo de maipu:trabajamos con agenda programada, debe avisar con anticipación el dia y la hora para agendar.reparación de televisores samsung modelos:- un40d5500.- un32d5500.con falla de ""reinicio constante""se apaga solo y muestra el logo: ""smart tv"" luego se vuelve a apagar y así continuamente:***tiene que traer su televisor a mi domicilio, en villa el abrazo de maipú, y lo pasa a retirar después de 30 minutos***le mando un video de evidencia cuando esté reparado y entrego garantizado con sello del servicio técnico.soy técnico en electrónica titulado y tengo mi taller en maipu, villa el abrazo de maipu: pasaje heliópolis # 112valor reparación = $35.000***clientes de regiones me envían solamente la placa main por chilexpress o starken y yo les envío un video de su placa reparada, funcionando en mi tv de pruebas, el mismo día que llega la envío reparada a su región.confirme su visita o el envío con anticipación: +569 587 588 89","https://www.yapo.cl/region_metropolitana/servicios/t_cnico_de_tv_samsung_40d5500___reinicio_74100253.htm?ca=15_s&oa=74100253&xsp=18"
"220","Htc one m9 plus","Celulares, teléfonos y accesorios",NA,"Santiago","celular nuevo con todos sus accesorios embalados. solo la caja fue abierta. liberado de fábrica.","https://www.yapo.cl/region_metropolitana/celulares/htc_one_m9_plus_75743619.htm?ca=15_s&oa=75743619&xsp=19"
"221","Sofa duero Laura Ashley","Muebles",350000,"La Florida","vendo sofá cuero tres cuerpos laura ashley, muy buen estado.","https://www.yapo.cl/region_metropolitana/muebles/sofa_duero_laura_ashley_75743614.htm?ca=15_s&oa=75743614&xsp=20"
"222","Arrocera black & Decker","Electrodomésticos",28000,"Peñalolén","nueva en su envase original","https://www.yapo.cl/region_metropolitana/electrodomesticos/arrocera_black___decker_75743610.htm?ca=15_s&oa=75743610&xsp=21"
"223","Crop Top Lencería Eloísa","Moda y vestuario",5990,"Providencia","crop top lencería eloísadisponible en talla scolores rojo, negro y blanco","https://www.yapo.cl/region_metropolitana/moda-vestuario/crop_top_lencer_a_elo_sa_75743609.htm?ca=15_s&oa=75743609&xsp=22"
"224","Regalo base de colchón 2 plazas","Muebles",NA,"Ñuñoa","regalo base de colchón de 2 plazas, está en buenas condiciones como para que se le instale un respaldo y un colchón sobre la base.","https://www.yapo.cl/region_metropolitana/muebles/regalo_base_de_colch_n_2_plazas_75743599.htm?ca=15_s&oa=75743599&xsp=23"
"225","Celular motorola moto G3 tercera generación ","Celulares, teléfonos y accesorios",NA,"Santiago","vendo mi motorola moto g3 liberado dual sim. funciona sin problemas sólo detalles que se muestra en la foto número 4. equipo sólo,dudas y consultas al whasatp gracias. ","https://www.yapo.cl/region_metropolitana/celulares/celular_motorola_moto_g3_tercera_generaci_n__75743598.htm?ca=15_s&oa=75743598&xsp=24"
"226","Sistema de audio en casa de gran potencia con Blue","Audio, TV, video y fotografía",2e+05,"Las Condes","tamaño y pesounidad ppal. (an. x al. x pr.)340 mm x 924 mm x 320 mmpeso de unidad principal19 kgtamaño subwoofer (an. x al. x pr.)25 cm x1 (mrc)amplificadorpotencia de salida1440 wpresintonía de eqmúsica (r and b/pop/rock/salsa/afro pop/bongo/rumba/gospel/género/plano/personalizado) película/juego (película, drama/noticias, juego) fútbolfunción enfatización de gravesmega basstempor. radio (grab./repr./reposo)sítemporizador de cd (grabación / reproducción / reposo)sí, sí, símodo de ahorro de energíasífuncionesfunciones de cdsífunciones de dvdsísintonizadorsíaudiosíusbsíbluetooth®sí (iap sobre bt)interfazterminales de entradaentrada de audio analógica (2), entrada de micrófono 2 (6","https://www.yapo.cl/region_metropolitana/television_camaras/sistema_de_audio_en_casa_de_gran_potencia_con_blue_75743596.htm?ca=15_s&oa=75743596&xsp=25"
"227","CITROEN CACTUS 2016 diesel Aut","Autos, camionetas y 4x4",11300000,"Lo Barnechea","reluciente citroen c4 diesel automático busca amo/a que lo cuide como el dueño anterior. que sea delicado/a con su sunroof, con su cámara de retroceso, el super aire acondiconado, i-stop, velocidad de crucero, comandos al volante, neumáticos nuevos. que aprecie la economía de su rendimiento 17 km x litro de diesel. mantenciones en la marca. garantía mecánica, informe autofact a disposición. toma auto en parte de pago y solicita cariñosamente a las automotoras abstenerse de entablar relaciones no serias.","https://www.yapo.cl/region_metropolitana/autos/citroen_cactus_2016_diesel_aut_75727328.htm?ca=15_s&oa=75727328&xsp=26"
"228","mazda 3 ","Autos, camionetas y 4x4",NA,"Santiago","aire acondicionado.cromados exclusivos.luces led.polarizado.el auto se encuentra con todas sus matenciones.cero ruido de motor.vendo solo por renovación.cualquier duda o consulta llamar o watshap.detalles de pintura.precio conversaban.","https://www.yapo.cl/region_metropolitana/autos/mazda_3__75743595.htm?ca=15_s&oa=75743595&xsp=27"
"229","departamento amoblado ","Arriendo",460000,"Santiago","se arrienda amplio departamento amoblado en santiago centro con fácil acceso a locomoción, cercano a supermercados y universidades.cuanta con amplios closets y logia con espacio para lavadora y colgador. las habitaciones y baños son muy confortables, además cuenta con amplia terraza y muy linda vista","https://www.yapo.cl/region_metropolitana/arrendar/departamento_amoblado__75743592.htm?ca=15_s&oa=75743592&xsp=28"
"230","Ayudante de cocina","Ofertas de empleo",NA,"Independencia","ayudante de cocina cocina central de cadena de restaurante veganos ubicada en independencia requiere contratar ayudante de cocina con experiencia comprobable para turnos rotativos de lunes a sábado de 7 a 18 hrs idealmente que viva en la comuna requisitos experiencia en cocina (con referencias activas en su cv )extranjeros solo con residencia definitiva currículum vitae fotocopia de carnet de identidad ambos lados papel de antecedentes al día comprobante de residencia","https://www.yapo.cl/region_metropolitana/ofertas_de_empleo/ayudante_de_cocina_75743589.htm?ca=15_s&oa=75743589&xsp=29"
"231","Receiver Sansui R-30","Audio, TV, video y fotografía",250000,"Ñuñoa","receiver amplificador vintage sansui r-30, sonido de alta fidelidad con entradas para deck, tornamesa, auxiliar, ecualizador. salida para 4 parlantes.especificaciones:rango de sintonización: fm, mwpotencia de salida: 25 vatios por canal en 8  (estéreo)respuesta de frecuencia: 10 hz a 50 khzdistorsión armónica total: 0.09%sensibilidad de entrada: 2,5 mv (mm), 150 mv (línea)relación señal / ruido: 73db (mm)salida: 150 mv (línea)dimensiones: 430 x 147 x 252 mmpeso: 5,6kgcompatible con marcas de audio hifi como technics, sansui, yamaha, pioneer, marantz, onkyo, bose, grundig, saba, entre otrosse puede pagar en 6 cuotas sin interésotros modelos en stock:technics sa-300technics sa-600technics sa-500technics sa-5060sansui r-70sansui se-8pronto:sansui 7070marantz sr520harman kardon hk 490isansui 9090sansui g-4500sansui g-5500sansui ta-500marantz sr4000","https://www.yapo.cl/region_metropolitana/television_camaras/receiver_sansui_r_30_75743587.htm?ca=15_s&oa=75743587&xsp=30"
"232","Concentrador de oxígeno portátil ","Salud y belleza",2e+06,"Ñuñoa","se vende en excelente condiciones ","https://www.yapo.cl/region_metropolitana/salud-belleza/concentrador_de_ox_geno_port_til__75743583.htm?ca=15_s&oa=75743583&xsp=31"
"233","Coche usado","Coches y artículos infantiles",30000,"La Florida","vendo coche infanti travel system andes,con su silla para auto todo en perfecto estado.el único detalle es la goma del manubrio, pero no impide en la función del uso del coche.regalo junto con el coche una mesa didáctica fisher price con pilas funcionando.entrego en mi domicilio la florida o entrego en metro san josé de la estrella.(el precio es conversable).","https://www.yapo.cl/region_metropolitana/coches-articulos-infantiles/coche_usado_75743582.htm?ca=15_s&oa=75743582&xsp=32"
"234","Polera negra estampada","Moda y vestuario",3000,"Renca","polera negra con estampado, usada, talla l, marca freedom","https://www.yapo.cl/region_metropolitana/moda-vestuario/polera_negra_estampada_75743581.htm?ca=15_s&oa=75743581&xsp=33"
"235","cama plaza y media","Muebles",NA,"Las Condes","vendo cama plaza y media así como se ve en la foto la vendo por que no se donde tenerla .es llegar y llevar","https://www.yapo.cl/region_metropolitana/muebles/cama_plaza_y_media_75743579.htm?ca=15_s&oa=75743579&xsp=34"
"236","Sofa 2 Cuerpos","Muebles",1e+05,"Ñuñoa","dos años de uso!!!se retira en ñuñoa cerca del metro principe de gales.largo: 200 cm - alto: 70 cm - profundida: 90 cm","https://www.yapo.cl/region_metropolitana/muebles/sofa_2_cuerpos_75743575.htm?ca=15_s&oa=75743575&xsp=35"
"237","Coche paraguas nuevo","Coches y artículos infantiles",12000,"Maipú","coche paraguas nuevo solo wasp.+56978337848","https://www.yapo.cl/region_metropolitana/coches-articulos-infantiles/coche_paraguas_nuevo_75743574.htm?ca=15_s&oa=75743574&xsp=36"
"238","Converse cons erx 260","Calzado",35000,"La Florida","zapatillas en muy buen estado y bastante poco uso menos de 8 meses cualquier duda al +56957381882","https://www.yapo.cl/region_metropolitana/calzado/converse_cons_erx_260_75743572.htm?ca=15_s&oa=75743572&xsp=37"
"239","Nintendo switch desbloqueada 20 juegos","Consolas, videojuegos y accesorios",350000,"Puente Alto","se vende nintendo switch desbloqueada con atmosphere,viene con tarjeta sd 64 gb clase 10, todos sus accesorios, 20 juegos instalados, llegar y jugar, joy con impekes.$ 350.000whatsapp +56989950265entrega en mi casa probada, vivo cerca del metro las mercedes de puente alto, se explica el manejo de la consola desbloqueada y se mantiene contacto en caso de soporte o dudas.solo venta!!","https://www.yapo.cl/region_metropolitana/consolas_videojuegos/nintendo_switch_desbloqueada_20_juegos_75743571.htm?ca=15_s&oa=75743571&xsp=38"
"240","CASA DEL INCA JORGE VI Las Condes","Arriendo",NA,"Las Condes","excelente casa....... totalmente remodelada..........!!!, recibos amplios y luminosos con salida a agradable terraza y patio con orientación oriente,sala de estar, o posible cuarto dormitorio, cocina grande, muebles base y muro, comedor de diario piso porcelanato, pieza y baño de servicio, patio servicio y loggiasegundo piso, 3 dormitorios, principal muy amplio con piso de porcelanato, 2 baños completos.estacionamiento para 2 / y o 3 autos, pasaje cerrado muy tranquilo, con portón automático, sin gastos comunes.cercano a colegios, comercio en general.muy buena conectividad...!!!","https://www.yapo.cl/region_metropolitana/arrendar/casa_del_inca_jorge_vi_las_condes_75743570.htm?ca=15_s&oa=75743570&xsp=39"
"241","Bodeguero","Ofertas de empleo",350000,"Estación Central","bodeguero:venezolano masculinoentre 22 y 30 añossituación migratoria regular capacidad para trabajar en equipo proactivoefectividad en trabajo bajo presión disponibilidad para trabajar horarios rotativos disponibilidad inmediata","https://www.yapo.cl/region_metropolitana/ofertas_de_empleo/bodeguero_75743569.htm?ca=15_s&oa=75743569&xsp=40"
"242","Busco: Compro autos city car.","Autos, camionetas y 4x4",3500000,"Santiago","compro city car.","https://www.yapo.cl/region_metropolitana/autos/busco__compro_autos_city_car__75730606.htm?ca=15_s&oa=75730606&xsp=41"
"243","Conductor Camión Rampla","Ofertas de empleo",9e+05,"Pudahuel","se requiere contratar conductor profesional con licencia a5 o a2 antigua que posea experiencia en rampla y camión con caja fuller. se realiza reparto dentro de santiago y en regiones (4ta, 5ta, 6ta, 7ma, 8va)ingreso inmediato,sueldo esperado $900.000 liquido + viatico diario.( el sueldo se compone de renta fija + variable por producción)**contratación directa con la empresa de transporte**","https://www.yapo.cl/region_metropolitana/ofertas_de_empleo/conductor_cami_n_rampla_75743567.htm?ca=15_s&oa=75743567&xsp=42"
"244","Pendrive Ironman Plata 32 GB","Computadores y accesorios",10000,"Santiago","pendrive capacidad 32 gb diseño cabeza de ironman plata. se ilumina al conectar","https://www.yapo.cl/region_metropolitana/computadores/pendrive_ironman_plata_32_gb_75743565.htm?ca=15_s&oa=75743565&xsp=43"
"245","Verlo es compralo","Autos, camionetas y 4x4",NA,"Maipú","vehículo impecable verlo es compralo con aire detallitos estético super mínimos al whatsapp tlf 976511238","https://www.yapo.cl/region_metropolitana/autos/verlo_es_compralo_75743561.htm?ca=15_s&oa=75743561&xsp=44"
"246","Chevrolet onix 2017","Autos, camionetas y 4x4",7e+06,"Peñaflor","vendo chevrolet onix 2017, único dueño, 54xxx km","https://www.yapo.cl/region_metropolitana/autos/chevrolet_onix_2017_75743556.htm?ca=15_s&oa=75743556&xsp=45"
"247","Linterna muy potente de largo alcance","Hobbies y outdoor",15000,"Quilicura","está con poco uso como nuevo","https://www.yapo.cl/region_metropolitana/hobbies_outdoor/linterna_muy_potente_de_largo_alcance_75743555.htm?ca=15_s&oa=75743555&xsp=46"
"248","Pasto alfombra más riego automático ","Jardín, herramientas y exteriores",4990,"Santiago","pasto alfombra más riego automático desde $4990 m2 características del riesgo con aspersores tipo pop up ,válvulas solenoide, timer canerias de pvc y fiting características del pastopasto alfombra mezcla polo de alto tráfico verde todo el año de sol y sombra muy suave al tacto","https://www.yapo.cl/region_metropolitana/jardin_herramientas/pasto_alfombra_m_s_riego_autom_tico__75714457.htm?ca=15_s&oa=75714457&xsp=47"
"249","Leoncino 500 flycreen","Accesorios y piezas para vehículos",40000,"Santiago","cupula flyscreen para beneli leoncino 500entrega en arturo prat 1411 santiago centroes de color negro, no es transparente","https://www.yapo.cl/region_metropolitana/accesorios_vehiculos/leoncino_500_flycreen_75743550.htm?ca=15_s&oa=75743550&xsp=48"
"250","Cajara (o)","Ofertas de empleo",350000,"Estación Central","cajera:venezolano femeninoentre 22 y 35 añossituación migratoria regularexperiencia como cajeracapacidad para seguir instrucciones disponibilidad para trabajar horarios rotativos disponibilidad inmediata","https://www.yapo.cl/region_metropolitana/ofertas_de_empleo/cajara__o__75743548.htm?ca=15_s&oa=75743548&xsp=49"
